Rating	ID	Title	Title Slug	Contest Slug	Problem Index	Tags
1649.3475506984817	47	Permutations II	permutations-ii			Array,Backtracking,Sorting
1583.8891966759004	48	Rotate Image	rotate-image			Array,Math,Matrix
1612.4698647144385	49	Group Anagrams	group-anagrams			Array,Hash Table,String,Sorting
1748.0710561780136	50	Pow(x, n)	powx-n			Math,Recursion
1901.8836200797396	51	N-Queens	n-queens			Array,Backtracking
1888.56810984699	52	N-Queens II	n-queens-ii			Backtracking
1688.996474895451	53	Maximum Subarray	maximum-subarray			Array,Divide and Conquer,Dynamic Programming
1677.399436780086	54	Spiral Matrix	spiral-matrix			Array,Matrix,Simulation
1738.9976054491115	55	Jump Game	jump-game			Array,Dynamic Programming,Greedy
1697.164298218338	56	Merge Intervals	merge-intervals			Array,Sorting
1722.154919414595	57	Insert Interval	insert-interval			Array
1368.7144625050878	58	Length of Last Word	length-of-last-word			String
1602.4902042566691	59	Spiral Matrix II	spiral-matrix-ii			Array,Matrix,Simulation
1993.4885943924478	60	Permutation Sequence	permutation-sequence			Math,Recursion
1736.3974240574537	61	Rotate List	rotate-list			Linked List,Two Pointers
1634.4931993847488	62	Unique Paths	unique-paths			Math,Dynamic Programming,Combinatorics
1724.3015910121026	63	Unique Paths II	unique-paths-ii			Array,Dynamic Programming,Matrix
1629.8512535291745	64	Minimum Path Sum	minimum-path-sum			Array,Dynamic Programming,Matrix
2110.509686850867	65	Valid Number	valid-number			String
1405.9769910193345	66	Plus One	plus-one			Array,Math
1373.6403359964386	67	Add Binary	add-binary			Math,String,Bit Manipulation,Simulation
2000.2000088239188	68	Text Justification	text-justification			Array,String,Simulation
1435.439737067068	69	Sqrt(x)	sqrtx			Math,Binary Search
1384.7605029914243	70	Climbing Stairs	climbing-stairs			Math,Dynamic Programming,Memoization
1701.6418742640963	71	Simplify Path	simplify-path			String,Stack
1660.6434365099772	72	Edit Distance	edit-distance			String,Dynamic Programming
1651.7949446371463	73	Set Matrix Zeroes	set-matrix-zeroes			Array,Hash Table,Matrix
1687.0434696317889	74	Search a 2D Matrix	search-a-2d-matrix			Array,Binary Search,Matrix
1624.9091696849614	75	Sort Colors	sort-colors			Array,Two Pointers,Sorting
2013.7519040476682	76	Minimum Window Substring	minimum-window-substring			Hash Table,String,Sliding Window
1604.4070484456747	77	Combinations	combinations			Backtracking
1572.8459827595734	78	Subsets	subsets			Array,Backtracking,Bit Manipulation
1714.088485933921	79	Word Search	word-search			Array,String,Backtracking,Depth-First Search,Matrix
1644.150217587783	80	Remove Duplicates from Sorted Array II	remove-duplicates-from-sorted-array-ii			Array,Two Pointers
1741.917279507641	81	Search in Rotated Sorted Array II	search-in-rotated-sorted-array-ii			Array,Binary Search
1695.9435826387153	82	Remove Duplicates from Sorted List II	remove-duplicates-from-sorted-list-ii			Linked List,Two Pointers
1376.3033343783277	83	Remove Duplicates from Sorted List	remove-duplicates-from-sorted-list			Linked List
2004.5240922837088	84	Largest Rectangle in Histogram	largest-rectangle-in-histogram			Array,Stack,Monotonic Stack
1977.7570394949075	85	Maximal Rectangle	maximal-rectangle			Array,Dynamic Programming,Stack,Matrix,Monotonic Stack
1658.9852223212151	86	Partition List	partition-list			Linked List,Two Pointers
2025.838542795709	87	Scramble String	scramble-string			String,Dynamic Programming
1383.9290760398799	88	Merge Sorted Array	merge-sorted-array			Array,Two Pointers,Sorting
1645.640873166562	89	Gray Code	gray-code			Math,Backtracking,Bit Manipulation
1657.693884565126	90	Subsets II	subsets-ii			Array,Backtracking,Bit Manipulation
1750.521740690486	91	Decode Ways	decode-ways			String,Dynamic Programming
1697.3515638860122	92	Reverse Linked List II	reverse-linked-list-ii			Linked List
1680.7141713133506	93	Restore IP Addresses	restore-ip-addresses			String,Backtracking
1282.1320134302935	94	Binary Tree Inorder Traversal	binary-tree-inorder-traversal			Stack,Tree,Depth-First Search,Binary Tree
1653.7456878048563	95	Unique Binary Search Trees II	unique-binary-search-trees-ii			Dynamic Programming,Backtracking,Tree,Binary Search Tree,Binary Tree
1647.6623737522593	96	Unique Binary Search Trees	unique-binary-search-trees			Math,Dynamic Programming,Tree,Binary Search Tree,Binary Tree
1727.2074629511576	97	Interleaving String	interleaving-string			String,Dynamic Programming
1759.5249580841764	98	Validate Binary Search Tree	validate-binary-search-tree			Tree,Depth-First Search,Binary Search Tree,Binary Tree
1666.92267592089	99	Recover Binary Search Tree	recover-binary-search-tree			Tree,Depth-First Search,Binary Search Tree,Binary Tree
1334.825425395397	100	Same Tree	same-tree			Tree,Depth-First Search,Breadth-First Search,Binary Tree
1358.4470936616322	101	Symmetric Tree	symmetric-tree			Tree,Depth-First Search,Breadth-First Search,Binary Tree
1612.7063609993197	102	Binary Tree Level Order Traversal	binary-tree-level-order-traversal			Tree,Breadth-First Search,Binary Tree
1648.6107401537665	103	Binary Tree Zigzag Level Order Traversal	binary-tree-zigzag-level-order-traversal			Tree,Breadth-First Search,Binary Tree
1289.0421397109515	104	Maximum Depth of Binary Tree	maximum-depth-of-binary-tree			Tree,Depth-First Search,Breadth-First Search,Binary Tree
1627.9023948410472	105	Construct Binary Tree from Preorder and Inorder Traversal	construct-binary-tree-from-preorder-and-inorder-traversal			Array,Hash Table,Divide and Conquer,Tree,Binary Tree
1629.481100295316	106	Construct Binary Tree from Inorder and Postorder Traversal	construct-binary-tree-from-inorder-and-postorder-traversal			Array,Hash Table,Divide and Conquer,Tree,Binary Tree
1630.907938756302	107	Binary Tree Level Order Traversal II	binary-tree-level-order-traversal-ii			Tree,Breadth-First Search,Binary Tree
1300.218205575712	108	Convert Sorted Array to Binary Search Tree	convert-sorted-array-to-binary-search-tree			Array,Divide and Conquer,Tree,Binary Search Tree,Binary Tree
1637.5168431183831	109	Convert Sorted List to Binary Search Tree	convert-sorted-list-to-binary-search-tree			Linked List,Divide and Conquer,Tree,Binary Search Tree,Binary Tree
1373.157342677051	110	Balanced Binary Tree	balanced-binary-tree			Tree,Depth-First Search,Binary Tree
1392.2057301336417	111	Minimum Depth of Binary Tree	minimum-depth-of-binary-tree			Tree,Depth-First Search,Breadth-First Search,Binary Tree
1383.6990659531416	112	Path Sum	path-sum			Tree,Depth-First Search,Breadth-First Search,Binary Tree
1654.1139601862542	113	Path Sum II	path-sum-ii			Backtracking,Tree,Depth-First Search,Binary Tree
1620.6250793516442	114	Flatten Binary Tree to Linked List	flatten-binary-tree-to-linked-list			Linked List,Stack,Tree,Depth-First Search,Binary Tree
1995.1323977566647	115	Distinct Subsequences	distinct-subsequences			String,Dynamic Programming
1633.7779197230693	116	Populating Next Right Pointers in Each Node	populating-next-right-pointers-in-each-node			Linked List,Tree,Depth-First Search,Breadth-First Search,Binary Tree
1672.8813725428429	117	Populating Next Right Pointers in Each Node II	populating-next-right-pointers-in-each-node-ii			Linked List,Tree,Depth-First Search,Breadth-First Search,Binary Tree
1286.1826119187842	118	Pascal's Triangle	pascals-triangle			Array,Dynamic Programming
1332.5631790585642	119	Pascal's Triangle II	pascals-triangle-ii			Array,Dynamic Programming
1660.6571132539143	120	Triangle	triangle			Array,Dynamic Programming
1375.5380677779185	121	Best Time to Buy and Sell Stock	best-time-to-buy-and-sell-stock			Array,Dynamic Programming
1618.1852390251245	122	Best Time to Buy and Sell Stock II	best-time-to-buy-and-sell-stock-ii			Array,Dynamic Programming,Greedy
1988.941393540754	123	Best Time to Buy and Sell Stock III	best-time-to-buy-and-sell-stock-iii			Array,Dynamic Programming
2032.635815625629	124	Binary Tree Maximum Path Sum	binary-tree-maximum-path-sum			Dynamic Programming,Tree,Depth-First Search,Binary Tree
1390.6464766789484	125	Valid Palindrome	valid-palindrome			Two Pointers,String
2090.3668357433253	126	Word Ladder II	word-ladder-ii			Hash Table,String,Backtracking,Breadth-First Search
2022.1956322805918	127	Word Ladder	word-ladder			Hash Table,String,Breadth-First Search
1712.1880964408924	128	Longest Consecutive Sequence	longest-consecutive-sequence			Array,Hash Table,Union Find
1622.6127798967098	129	Sum Root to Leaf Numbers	sum-root-to-leaf-numbers			Tree,Depth-First Search,Binary Tree
1722.5211240275892	130	Surrounded Regions	surrounded-regions			Array,Depth-First Search,Breadth-First Search,Union Find,Matrix
1606.4366339913072	131	Palindrome Partitioning	palindrome-partitioning			String,Dynamic Programming,Backtracking
2054.7886020733804	132	Palindrome Partitioning II	palindrome-partitioning-ii			String,Dynamic Programming
1643.1960564607245	133	Clone Graph	clone-graph			Hash Table,Depth-First Search,Breadth-First Search,Graph
1711.009941910445	134	Gas Station	gas-station			Array,Greedy
2009.3751490919715	135	Candy	candy			Array,Greedy
1291.954814745371	136	Single Number	single-number			Array,Bit Manipulation
1634.4799019968464	137	Single Number II	single-number-ii			Array,Bit Manipulation
1651.9818473354294	138	Copy List with Random Pointer	copy-list-with-random-pointer			Hash Table,Linked List
1704.2563566415413	139	Word Break	word-break			Array,Hash Table,String,Dynamic Programming,Trie,Memoization
1980.9028334928707	140	Word Break II	word-break-ii			Array,Hash Table,String,Dynamic Programming,Backtracking,Trie,Memoization
1385.7112585086945	141	Linked List Cycle	linked-list-cycle			Hash Table,Linked List,Two Pointers
1673.1177908593218	142	Linked List Cycle II	linked-list-cycle-ii			Hash Table,Linked List,Two Pointers
1643.6354248766675	143	Reorder List	reorder-list			Linked List,Two Pointers,Stack,Recursion
1301.0145325641931	144	Binary Tree Preorder Traversal	binary-tree-preorder-traversal			Stack,Tree,Depth-First Search,Binary Tree
1291.1837893249535	145	Binary Tree Postorder Traversal	binary-tree-postorder-traversal			Stack,Tree,Depth-First Search,Binary Tree
1714.0616435174431	146	LRU Cache	lru-cache			Hash Table,Linked List,Design,Doubly-Linked List
1668.0932670222896	147	Insertion Sort List	insertion-sort-list			Linked List,Sorting
1646.3254957922672	148	Sort List	sort-list			Linked List,Two Pointers,Divide and Conquer,Sorting,Merge Sort
2080.115059783215	149	Max Points on a Line	max-points-on-a-line			Array,Hash Table,Math,Geometry
1674.0589471537578	150	Evaluate Reverse Polish Notation	evaluate-reverse-polish-notation			Array,Math,Stack
1680.9730614923722	151	Reverse Words in a String	reverse-words-in-a-string			Two Pointers,String
1757.017722647516	152	Maximum Product Subarray	maximum-product-subarray			Array,Dynamic Programming
1685.9085355056122	153	Find Minimum in Rotated Sorted Array	find-minimum-in-rotated-sorted-array			Array,Binary Search
2022.0883313157992	154	Find Minimum in Rotated Sorted Array II	find-minimum-in-rotated-sorted-array-ii			Array,Binary Search
1670.3037263968345	155	Min Stack	min-stack			Stack,Design
1639.3200184650636	156	Binary Tree Upside Down	binary-tree-upside-down			Tree,Depth-First Search,Binary Tree
1430.2014658760268	157	Read N Characters Given Read4	read-n-characters-given-read4			Array,Simulation,Interactive
2027.389616958864	158	Read N Characters Given read4 II - Call Multiple Times	read-n-characters-given-read4-ii-call-multiple-times			Array,Simulation,Interactive
1672.5329570096033	159	Longest Substring with At Most Two Distinct Characters	longest-substring-with-at-most-two-distinct-characters			Hash Table,String,Sliding Window
1349.0403953736763	160	Intersection of Two Linked Lists	intersection-of-two-linked-lists			Hash Table,Linked List,Two Pointers
1761.89353209394	161	One Edit Distance	one-edit-distance			Two Pointers,String
1713.0847863092122	162	Find Peak Element	find-peak-element			Array,Binary Search
1457.986743771517	163	Missing Ranges	missing-ranges			Array
1696.1655838080922	164	Maximum Gap	maximum-gap			Array,Sorting,Bucket Sort,Radix Sort
1716.4083270225417	165	Compare Version Numbers	compare-version-numbers			Two Pointers,String
1778.5467877445858	166	Fraction to Recurring Decimal	fraction-to-recurring-decimal			Hash Table,Math,String
1642.8439366742805	167	Two Sum II - Input Array Is Sorted	two-sum-ii-input-array-is-sorted			Array,Two Pointers,Binary Search
1419.060460000647	168	Excel Sheet Column Title	excel-sheet-column-title			Math,String
1335.96646866994	169	Majority Element	majority-element			Array,Hash Table,Divide and Conquer,Sorting,Counting
1443.8356880530105	170	Two Sum III - Data structure design	two-sum-iii-data-structure-design			Array,Hash Table,Two Pointers,Design,Data Stream
1332.2945234198112	171	Excel Sheet Column Number	excel-sheet-column-number			Math,String
1716.6475112267055	172	Factorial Trailing Zeroes	factorial-trailing-zeroes			Math
1596.4604184108896	173	Binary Search Tree Iterator	binary-search-tree-iterator			Stack,Tree,Design,Binary Search Tree,Binary Tree,Iterator
2037.6869052531276	174	Dungeon Game	dungeon-game			Array,Dynamic Programming,Matrix
1284.3138230894901	175	Combine Two Tables	combine-two-tables			Database
1716.7718179985725	176	Second Highest Salary	second-highest-salary			Database
1745.369796022264	177	Nth Highest Salary	nth-highest-salary			Database
1633.2240840186873	178	Rank Scores	rank-scores			Database
1731.1102050106279	179	Largest Number	largest-number			Array,String,Greedy,Sorting
1710.142988129755	180	Consecutive Numbers	consecutive-numbers			Database
1309.959984013482	181	Employees Earning More Than Their Managers	employees-earning-more-than-their-managers			Database
1307.3448214413502	182	Duplicate Emails	duplicate-emails			Database
1314.9588148988637	183	Customers Who Never Order	customers-who-never-order			Database
1673.0975513275248	184	Department Highest Salary	department-highest-salary			Database
1962.4737974706222	185	Department Top Three Salaries	department-top-three-salaries			Database
1674.1629878686567	186	Reverse Words in a String II	reverse-words-in-a-string-ii			Two Pointers,String
1689.946269706603	187	Repeated DNA Sequences	repeated-dna-sequences			Hash Table,String,Bit Manipulation,Sliding Window,Rolling Hash,Hash Function
2003.7407801516517	188	Best Time to Buy and Sell Stock IV	best-time-to-buy-and-sell-stock-iv			Array,Dynamic Programming
1723.4959624821004	189	Rotate Array	rotate-array			Array,Math,Two Pointers
1338.78540856723	190	Reverse Bits	reverse-bits			Divide and Conquer,Bit Manipulation
1296.3977082200686	191	Number of 1 Bits	number-of-1-bits			Divide and Conquer,Bit Manipulation
1787.6032147102117	192	Word Frequency	word-frequency			Shell
1485.6526036892278	193	Valid Phone Numbers	valid-phone-numbers			Shell
1779.864978377874	194	Transpose File	transpose-file			Shell
1457.1015250711916	195	Tenth Line	tenth-line			Shell
1338.7610324902612	196	Delete Duplicate Emails	delete-duplicate-emails			Database
1396.484094821403	197	Rising Temperature	rising-temperature			Database
1688.8535522387679	198	House Robber	house-robber			Array,Dynamic Programming
1624.1326457998052	199	Binary Tree Right Side View	binary-tree-right-side-view			Tree,Depth-First Search,Breadth-First Search,Binary Tree
1646.124589045141	200	Number of Islands	number-of-islands			Array,Depth-First Search,Breadth-First Search,Union Find,Matrix
1706.1247834883627	201	Bitwise AND of Numbers Range	bitwise-and-of-numbers-range			Bit Manipulation
1364.0771804595138	202	Happy Number	happy-number			Hash Table,Math,Two Pointers
1386.4009622380945	203	Remove Linked List Elements	remove-linked-list-elements			Linked List,Recursion
1757.7061010088212	204	Count Primes	count-primes			Array,Math,Enumeration,Number Theory
1408.9698379165848	205	Isomorphic Strings	isomorphic-strings			Hash Table,String
1279.9165935595759	206	Reverse Linked List	reverse-linked-list			Linked List,Recursion
1698.159316913116	207	Course Schedule	course-schedule			Depth-First Search,Breadth-First Search,Graph,Topological Sort
1624.2991994354727	208	Implement Trie (Prefix Tree)	implement-trie-prefix-tree			Hash Table,String,Design,Trie
1697.8648767130137	209	Minimum Size Subarray Sum	minimum-size-subarray-sum			Array,Binary Search,Sliding Window,Prefix Sum
1681.3694560818387	210	Course Schedule II	course-schedule-ii			Depth-First Search,Breadth-First Search,Graph,Topological Sort
1708.3384571967092	211	Design Add and Search Words Data Structure	design-add-and-search-words-data-structure			String,Depth-First Search,Design,Trie
2048.3181454843157	212	Word Search II	word-search-ii			Array,String,Backtracking,Trie,Matrix
1722.5061006142055	213	House Robber II	house-robber-ii			Array,Dynamic Programming
2033.8790018018908	214	Shortest Palindrome	shortest-palindrome			String,Rolling Hash,String Matching,Hash Function
1625.4600898314268	215	Kth Largest Element in an Array	kth-largest-element-in-an-array			Array,Divide and Conquer,Sorting,Heap (Priority Queue),Quickselect
1609.1180881400057	216	Combination Sum III	combination-sum-iii			Array,Backtracking
1344.5516660982494	217	Contains Duplicate	contains-duplicate			Array,Hash Table,Sorting
2021.0042298869926	218	The Skyline Problem	the-skyline-problem			Array,Divide and Conquer,Binary Indexed Tree,Segment Tree,Line Sweep,Sorting,Heap (Priority Queue),Ordered Set
1398.6980383456005	219	Contains Duplicate II	contains-duplicate-ii			Array,Hash Table,Sliding Window
2102.786094364801	220	Contains Duplicate III	contains-duplicate-iii			Array,Sliding Window,Sorting,Bucket Sort,Ordered Set
1701.0914628419625	221	Maximal Square	maximal-square			Array,Dynamic Programming,Matrix
1313.6431287809353	222	Count Complete Tree Nodes	count-complete-tree-nodes			Binary Search,Bit Manipulation,Tree,Binary Tree
1705.6217355611877	223	Rectangle Area	rectangle-area			Math,Geometry
2014.4387241186346	224	Basic Calculator	basic-calculator			Math,String,Stack,Recursion
1324.5086794005335	225	Implement Stack using Queues	implement-stack-using-queues			Stack,Design,Queue
1281.4443279918285	226	Invert Binary Tree	invert-binary-tree			Tree,Depth-First Search,Breadth-First Search,Binary Tree
1714.0712403489094	227	Basic Calculator II	basic-calculator-ii			Math,String,Stack
1385.1473236763622	228	Summary Ranges	summary-ranges			Array
1677.9727112346714	229	Majority Element II	majority-element-ii			Array,Hash Table,Sorting,Counting
1595.0511274063147	230	Kth Smallest Element in a BST	kth-smallest-element-in-a-bst			Tree,Depth-First Search,Binary Search Tree,Binary Tree
1401.419308720253	231	Power of Two	power-of-two			Math,Bit Manipulation,Recursion
1324.0708538656702	232	Implement Queue using Stacks	implement-queue-using-stacks			Stack,Design,Queue
2050.916859331792	233	Number of Digit One	number-of-digit-one			Math,Dynamic Programming,Recursion
1371.7839042087055	234	Palindrome Linked List	palindrome-linked-list			Linked List,Two Pointers,Stack,Recursion
1621.2129741668093	235	Lowest Common Ancestor of a Binary Search Tree	lowest-common-ancestor-of-a-binary-search-tree			Tree,Depth-First Search,Binary Search Tree,Binary Tree
1626.747815801228	236	Lowest Common Ancestor of a Binary Tree	lowest-common-ancestor-of-a-binary-tree			Tree,Depth-First Search,Binary Tree
1566.701146116003	237	Delete Node in a Linked List	delete-node-in-a-linked-list			Linked List
1626.552594039279	238	Product of Array Except Self	product-of-array-except-self			Array,Prefix Sum
2007.06776737216	239	Sliding Window Maximum	sliding-window-maximum			Array,Queue,Sliding Window,Heap (Priority Queue),Monotonic Queue
1674.1601216002523	240	Search a 2D Matrix II	search-a-2d-matrix-ii			Array,Binary Search,Divide and Conquer,Matrix
1608.3327873571775	241	Different Ways to Add Parentheses	different-ways-to-add-parentheses			Math,String,Dynamic Programming,Recursion,Memoization
1329.970670814812	242	Valid Anagram	valid-anagram			Hash Table,String,Sorting
1335.41373914813	243	Shortest Word Distance	shortest-word-distance			Array,String
1649.7426672662768	244	Shortest Word Distance II	shortest-word-distance-ii			Array,Hash Table,Two Pointers,String,Design
1662.7490548687033	245	Shortest Word Distance III	shortest-word-distance-iii			Array,String
1409.6779852148854	246	Strobogrammatic Number	strobogrammatic-number			Hash Table,Two Pointers,String
1686.2339503112617	247	Strobogrammatic Number II	strobogrammatic-number-ii			Array,String,Recursion
2029.4952382015697	248	Strobogrammatic Number III	strobogrammatic-number-iii			Array,String,Recursion
1629.3309490579204	249	Group Shifted Strings	group-shifted-strings			Array,Hash Table,String
1670.4781676479597	250	Count Univalue Subtrees	count-univalue-subtrees			Tree,Depth-First Search,Binary Tree
1698.4350065791316	251	Flatten 2D Vector	flatten-2d-vector			Array,Two Pointers,Design,Iterator
1363.1053462473865	252	Meeting Rooms	meeting-rooms			Array,Sorting
1690.2281640293743	253	Meeting Rooms II	meeting-rooms-ii			Array,Two Pointers,Greedy,Sorting,Heap (Priority Queue),Prefix Sum
1698.1517365809652	254	Factor Combinations	factor-combinations			Backtracking
1693.6508995485578	255	Verify Preorder Sequence in Binary Search Tree	verify-preorder-sequence-in-binary-search-tree			Array,Stack,Tree,Binary Search Tree,Recursion,Monotonic Stack,Binary Tree
1643.5080042689435	256	Paint House	paint-house			Array,Dynamic Programming
1328.7081120447942	257	Binary Tree Paths	binary-tree-paths			String,Backtracking,Tree,Depth-First Search,Binary Tree
1326.200911923889	258	Add Digits	add-digits			Math,Simulation,Number Theory
1694.9271997809446	259	3Sum Smaller	3sum-smaller			Array,Two Pointers,Binary Search,Sorting
1618.2247875121072	260	Single Number III	single-number-iii			Array,Bit Manipulation
1701.1734554288992	261	Graph Valid Tree	graph-valid-tree			Depth-First Search,Breadth-First Search,Union Find,Graph
2050.441805671796	262	Trips and Users	trips-and-users			Database
1428.3889561330454	263	Ugly Number	ugly-number			Math
1702.2846644393167	264	Ugly Number II	ugly-number-ii			Hash Table,Math,Dynamic Programming,Heap (Priority Queue)
1972.7776597748505	265	Paint House II	paint-house-ii			Array,Dynamic Programming
1325.6585562034988	266	Palindrome Permutation	palindrome-permutation			Hash Table,String,Bit Manipulation
1730.9479517340992	267	Palindrome Permutation II	palindrome-permutation-ii			Hash Table,String,Backtracking
1314.9645495050243	268	Missing Number	missing-number			Array,Hash Table,Math,Binary Search,Bit Manipulation,Sorting
2052.09935353228	269	Alien Dictionary	alien-dictionary			Array,String,Depth-First Search,Breadth-First Search,Graph,Topological Sort
1402.6310152593558	270	Closest Binary Search Tree Value	closest-binary-search-tree-value			Binary Search,Tree,Depth-First Search,Binary Search Tree,Binary Tree
1696.5543355455168	271	Encode and Decode Strings	encode-and-decode-strings			Array,String,Design
1956.243859282542	272	Closest Binary Search Tree Value II	closest-binary-search-tree-value-ii			Two Pointers,Stack,Tree,Depth-First Search,Binary Search Tree,Heap (Priority Queue),Binary Tree
2061.0157562575987	273	Integer to English Words	integer-to-english-words			Math,String,Recursion
1736.1879340797848	274	H-Index	h-index			Array,Sorting,Counting Sort
1743.0323844660847	275	H-Index II	h-index-ii			Array,Binary Search
1707.456074031512	276	Paint Fence	paint-fence			Dynamic Programming
1704.9404316228213	277	Find the Celebrity	find-the-celebrity			Two Pointers,Graph,Interactive
1413.6591148695834	278	First Bad Version	first-bad-version			Binary Search,Interactive
1675.3237852561288	279	Perfect Squares	perfect-squares			Math,Dynamic Programming,Breadth-First Search
1626.5087119574946	280	Wiggle Sort	wiggle-sort			Array,Greedy,Sorting
1634.7228835779513	281	Zigzag Iterator	zigzag-iterator			Array,Design,Queue,Iterator
2029.6662810158716	282	Expression Add Operators	expression-add-operators			Math,String,Backtracking
1346.7623164353697	283	Move Zeroes	move-zeroes			Array,Two Pointers
1655.9079424016281	284	Peeking Iterator	peeking-iterator			Array,Design,Iterator
1695.736679031566	285	Inorder Successor in BST	inorder-successor-in-bst			Tree,Depth-First Search,Binary Search Tree,Binary Tree
1645.902593482869	286	Walls and Gates	walls-and-gates			Array,Breadth-First Search,Matrix
1645.1183759053004	287	Find the Duplicate Number	find-the-duplicate-number			Array,Two Pointers,Binary Search,Bit Manipulation
1790.6839651048747	288	Unique Word Abbreviation	unique-word-abbreviation			Array,Hash Table,String,Design
1611.4172727914695	289	Game of Life	game-of-life			Array,Matrix,Simulation
1425.5663949348173	290	Word Pattern	word-pattern			Hash Table,String
1705.0238840388733	291	Word Pattern II	word-pattern-ii			Hash Table,String,Backtracking
1364.3328440226667	292	Nim Game	nim-game			Math,Brainteaser,Game Theory
1340.0236381218438	293	Flip Game	flip-game			String
1691.0556848577482	294	Flip Game II	flip-game-ii			Math,Dynamic Programming,Backtracking,Memoization,Game Theory
1984.1085453225835	295	Find Median from Data Stream	find-median-from-data-stream			Two Pointers,Design,Sorting,Heap (Priority Queue),Data Stream
1954.8464130958114	296	Best Meeting Point	best-meeting-point			Array,Math,Sorting,Matrix
1959.7982281780246	297	Serialize and Deserialize Binary Tree	serialize-and-deserialize-binary-tree			String,Tree,Depth-First Search,Breadth-First Search,Design,Binary Tree
1681.9070147752088	298	Binary Tree Longest Consecutive Sequence	binary-tree-longest-consecutive-sequence			Tree,Depth-First Search,Binary Tree
